date,company,headline,link,source,query
2026-09-16,VerifAIX,VerifAIX Raises $5 Million in Seed Funding,https://news.google.com/rss/articles/CBMie0FVX3lxTE45S3Uwd2sxZDBMbi05ZW8yRnFOMnVpc2RyUVlOV0R3RGVsam1zcDFkTzVGcnVRYlZmNjctMmFTY0YweHV1TElkOWJvbUd4TzVQeUlKQUJ0eTduYldsXzJzc0JJQkpGaHc2U1p4czFXa2F1VVV0enBqbVJYMA?oc=5,Equitypandit,"""EDA"" startup raises"
2026-09-15,,"Dutch AI chip startup EUCLYD lands over €200 million Series A, taps ex-ASML chief Peter Wennink as Chairman - EU-Startups",https://news.google.com/rss/articles/CBMi1AFBVV95cUxPMGs1NEpJZFJWc0tPU2Z0Q0N0Wi12ZEtOME5VX1B6X0tlSzh5OEw1WnliM3FiWmZwRHVNdXlZcTUzNDVUcWk4c2xEc04wNWFtaTZuRHRGaDlrMTRpNW5Na2lxOUF4TUZLbGx1azhES2pqUDA0WjA5ZDZGOTU4Z3hybVpEcUphYXltMDh4NlJsWDNocWJGeHlsQWVPVG9seVZzdUJoY3Vfc1lfeGM2cGZpeXpzYzkxNndnUzlKYkRCb2hvWEk5ZVZJazM1WTNmcTU4Z0QxVg?oc=5,EU-Startups,"""semiconductor startup"" raises"
2026-09-15,,Greek satcom chip startup Circuits Integrated raises pre-seed from Evercurious,https://news.google.com/rss/articles/CBMisgFBVV95cUxQMExhQVRwZEVSZEJvMmtBeFE5R3BGOF9wZG42bUFfNHZmOVF1UGs3V29nYTNzUGk0MENlMWZGbElOQ1Q5SW0yM0JVWFdRX0N6X2Q0Vk5vVlZlSE0yX2t1aHhkdnU3bmdaaGZsbGowczlZUXJWVGE1cExhbjFqRVJsVTBwM3VlbmIxRktUc1JsdGlVMXFNMzlIeFN0emtGZ2J2OVd2RXdXcnZ4bk5LTml5a2Fn?oc=5,Dealroom,"""semiconductor startup"" raises"
2026-09-15,,"Delos Data, a chip startup founded by Intel veterans, raises $100 million for AI networks",https://news.google.com/rss/articles/CBMiwwFBVV95cUxQMUpwdm5VMU9vRHllRDBiTm8wVXNCU0ZZT0dUZFNDdFNoLXNPN1BaNXVlSTBpMC1sSmh5YkRYZkI1Tk1aOFNJa042T3VzQjJqdFBHSEJTejlvNXdoWU83QlFGVkpINE4xeUZyV1paYTNCSUE4cktrRjNVZ1poUUw4VDZJV04tSDlzU1hlc1ZERGdTZTFPZGR1eGZsbkdObmhoNFJjM0lKdjZBVzBUbHdLYzMyTzdfWmZZV00wa2NmcEtTSTg?oc=5,Reuters,"""chip startup"" raises"
2026-09-15,,Dutch AI chip startup Euclyd raises $231 million in funding round co-led by Samsung,https://news.google.com/rss/articles/CBMixAFBVV95cUxOSTJOUm56ajl2RUg4c2J6Q3dNQVNIbmFZVkRPRTBqWWJsOXZFWkRUUzZ5TVFSWGlTRGpDUmtESzNIdFhmTGhZcFZESjhMWlZGS0VxVTlTYUc0SGJGQ3VtY3BJdDVEQkhnM05tOTk3bWtheE0xbktuVWllUFdxVXlxbUVibUIzbE45eTQ5Q0NqSnV5Z1pZS09lc1BJODFTNmV3LXh5SnNyUmg2MzV6OVNTSVB4eDNYb3F5WV9YcFp6Y0VrdHFO?oc=5,Data Center Dynamics,"""chip startup"" raises"
2026-09-15,,"Chip Startup Euclyd, Backed By Ex-ASML CEO, Raises More Than €200 Million",https://news.google.com/rss/articles/CBMivgFBVV95cUxQaTVMNnUwNm1yenJHblNZc3hINXVRV0I0aUNHTUpMTDBqS2Q4V1VpNF9QM2FxaFQ5WHdOMEd0VzBDbGJRbmo3MjZoajRXZEJoNXczYkhrX3VtemRlaWItU2Y2NGxrMlZTTXUzeXV3YkJiVDJnS2lxcHgyVEduRjh1SXQyMEd0NTMzVzJnMXdFU3c2bGVIUDNTT0ZNV2RXR3BZdzA0alZCWjI5cFp4SnFKckdTdHhlNjU2S3VqSEFR?oc=5,Bloomberg.com,"""chip startup"" raises"
2026-09-15,,Samsung Is Betting On An Alternative To Nvidia. Dutch AI Chip Startup Euclyd Just Raised $231 Million.,https://news.google.com/rss/articles/CBMiuwFBVV95cUxNOWVIN3JfRVIyd0VBY0Q2ZkRnOEE1NHFBOW5ka1czOW5feDdLdkxjWjNZbWJoZHJJNEIwN1FKa3hEZ29Sam1oUEoyTklqNjBQQ2VCN3gyNEpWS0dRMGlLVGlKYldUQzdaTGFpakNvakJRYUpJbEZrVjlRNTduSE1WNEp3cFJfY2R0WlZucElWcEhmaFA3OTAzXzlDdlhQMmQ5c3dpYUNmZkRDc0xNWmJ2aDFXSGxkX1V4V2c0?oc=5,International Business Times,"""chip startup"" raises"
2026-09-15,,"AI inferencing chip startup Euclyd raises EUR 200 mln from Samsung, other investors",https://news.google.com/rss/articles/CBMiwwFBVV95cUxOckQwcVROVWtKOXp0Qkd0d2FHY1RZR0V2Y29VTWNDbVdIS2JmTWJOMDZ0cHlmWXdsUzVDT1Q0ejJ4MWs2WS1yQ3ZteWZIS2RuZkxCdjE2MVlGbXVRMU9ZMmlHbENjYVBVVXpJLWhNLVdyWGhTYUdxcElOZDczVDMxM3R2OFpObVBBRUZxcXBIaHI4SDlFSlprVXZrUjgxZWpvaGYtWjdYNUZsRDhGRHZtam5hS2ZkeThqWGF4aWRwS01HbG8?oc=5,Telecompaper,"""chip startup"" raises"
2026-09-15,Euclyd,Euclyd raises $231 million Series A with Samsung backing,https://news.google.com/rss/articles/CBMibkFVX3lxTFAyRXFHcUY4NHQtS1B3cFJUUXl2TXFkQVVQZzZUQ1J1c0trWGV0aFJmUFNSSUJZTngxelc1eHV0cTUxNnMzRVRaZlZsVlRQTWRYakJkSXpoSkVCVmVrdkd2RG80RDQyanVhRWV3U3F3?oc=5,qz.com,"""AI chip"" startup ""Series A"" OR ""seed"""
2026-09-15,,Samsung Bets on Euclyd as AI Chip Race Broadens Beyond Nvidia,https://news.google.com/rss/articles/CBMidEFVX3lxTFBQazJ3cFJ4Qnk4ZU5ia2tlOXRlX0k1OHJldDY1RndsRjUwc3k3UWpXMHlJSlJ3bUlXSkJxdjVXNjRkb19nbDlfb1pobFBzU2pQZ1FHSzFDRURpeTJ2RjE4MUNsVGs2QkZDTlQtb3pyTkNReFZ3?oc=5,Businesskorea,"""AI chip"" startup ""Series A"" OR ""seed"""
2026-09-15,,Dutch AI chip startup Euclyd closes €200M+ round led by Samsung; ex-ASML chief takes chairman role,https://news.google.com/rss/articles/CBMidkFVX3lxTE1zYjM2eDJESy1UbEdvUFE2cGRlcGo0cnlrYzRYSmcxQkdkaWlodlRMancyb3lDaTFhRS1PNXpRM1dNQXBaX1RENlNjQ1JIdnhCTkQxOW9LNmdQOVlrMTk4N05wLU9tVURfSmNlYmFheURySnJ6OUE?oc=5,finance.biggo.com,"""AI chip"" startup ""Series A"" OR ""seed"""
2026-09-15,EUCLYD,"EUCLYD Raises €200M Series A, Names Ex-ASML CEO Chairman",https://news.google.com/rss/articles/CBMirgFBVV95cUxPWFY4NEp5bHpzd3ZPTGNWdVF0R0xnQ1F2YUlTcEh1UEN1aDQ0RnlhcS0tZ0pRY0tFWG5pYm9LSXl1a2JiU1dweGkyVXhQTUlrR1duYUlDX2JJbjAyZWNlUENHWW1ESnd0MUNKU2xlbEp0R2VrZ19UenFGUTFJZldBMVRCRlliT0didU90QUxPNjBtc0ZENHRZSDdGQlRsRU43TF9VUXRwNjh2cDlJdXc?oc=5,konsulteer.com,"""AI chip"" startup ""Series A"" OR ""seed"""
2026-09-14,,Chinese AI-chip startup Guangyu Xinchen raises $300M Series A,https://news.google.com/rss/articles/CBMimgFBVV95cUxOUkx1cEVqZEdLYndSNFpLbFE5VDE2X2RCekcteUwxV2d4TGZVRzlsdTVmSDdHVEQ5bUswdEQtcDBkUmdrSkZXWjdQUnFaR2FxbkcwRjNWSU11b2gzcWd2eXlLUFFXMkt3TVJiOXJFTGxwU0RGNEhuZ040VWxiRlNBa2JYY3QwT250Z2R6cTY3c1NfQXk0SmhHOVFB?oc=5,Dealroom,"""semiconductor startup"" raises"
2026-09-14,,Dutch AI chip startup Euclyd raises $230M to ri...,https://news.google.com/rss/articles/CBMimwFBVV95cUxQc2E5UW1kVHptVG5KYmFlc2VZMnhGOEFxMW0xR19JUzI1S1FZYVlQT2tUNWVSVVBUOWZUdUlDQmFQRlhzdWozeDJGcU5lUHVYaUZPMlpvR0F0LVBha1lzaXpqWjc4QnJpMDd2LVRPa3Y4WHVKWkh6NlBlQ3ZlOGFrU014MFdheXl2UmY1dDVSQmRGdDdad0poalBzQQ?oc=5,Pluang,"""chip startup"" raises"
2026-09-14,,Samsung backs Nvidia AI chip rival in $230 million funding round as GPU alternatives boom,https://news.google.com/rss/articles/CBMidkFVX3lxTE1ydVhNMHFzRmctZVp2Sjlsd0tXMm5pNTN6UGoyczRpZlBUTjhITy1ybEQ4SDh0MWNZb09ldElzWEZWS3BBTVZwdnlzQXRBM0FFSzEzOXNCVlJneEFydmdXQWc1MVVCZlZRN1lyWG1KM3U0OXd4aUHSAXtBVV95cUxQSWlJd0JfRlNxTVIwNjEyaG5JQWZwYTRic0lfNFVha09oLVF0UGlyemVpOW1USGN5SlpiWXRiVUxSaVllTnZoaXhGZ3dpR0lkUUlIYTVUWkxTaDJYOUYzYXktbnVRNmgzeDJiWFNLWE5icW5UZTRxVzU2UXc?oc=5,CNBC,"""AI chip"" startup ""Series A"" OR ""seed"""
2026-09-11,Positron,Positron Raises $875 Million at $5 Billion Valuation for Asimov Chip,https://news.google.com/rss/articles/CBMijwFBVV95cUxOblpESXpRQ2V3TFRGNVpKdTE0YU1VUU5rNmZXX3c3VFlFNWFGemdwSWdoWUtFRGlEQjFVSzBUNDdMU0NNdllCaS1MRjFlOWFabFFEemhQVW1XejlUQXJKTlllLUxhdzBSVndJelJvNmF5NWtjRFllU3BkX0I1clEwYXYtNDQ3WUNFQWFpMDIzcw?oc=5,CTOL Digital Solutions,"""chip startup"" raises"
2026-09-10,,AI inference chip startup Positron AI raised $875 million at a $5 billion valuation,https://news.google.com/rss/articles/CBMidEFVX3lxTE9CR2xIbktVQmNXdlVVZWt4TUFUZ0hPbldILVd3R2Q1Z2FocUFPaFZkVi1vM0lIWk1FWjFybEtLMDZMV29YbUlLYklkb0UxVDJyV1o4Ynd0bHFuOEFoZkNBUG1GX2Z2YUI3R2ZCVDFoZExpdmlJ?oc=5,qz.com,"""chip startup"" raises"
2026-09-10,,AI chip startup Positron's valuation skyrockets in latest funding round,https://news.google.com/rss/articles/CBMisgFBVV95cUxOUW9fTXlOZnlJUnNjOXJqOFI5NkxjQWhvSEE5X0dQY0NUN0UxZC1KMWFiNksyUUVZZlUwVTdVeXloWXZCTUh4YUQ5d3A3RG83b3JqbExjNmRIbHRZYjJvY3J2VmNLQ21neWRpT3pqcm5lM2tHQXVMd29HSVlXb0RhZkxiZkRtSGh3M2lNQ0JoMzN3amVIX1ZVY2cxYVY3Mk9ZQzdPb2t2ektEdGY3ZzZEOHp3?oc=5,Reuters,"""chip startup"" raises"
2026-09-10,Celero,Celero raises $275m to wire AI chips together with light,https://news.google.com/rss/articles/CBMihwFBVV95cUxQc2ozWkJxTmhmMnlnazAydE4wbXVkbV9ZVi1CaFV0clZZQ09nZGZVeTdQWklla3BhTlNLU1V4eDc1Q3dHQ2hFbmtyd3BXOTdJVGdKUTlDM3FMbDJIQUF1aXVmWTY2MmtJLWtBcUQtLXkyb2UzWTB5Z0NjT1VmR2hrTHp1TFBBRTQ?oc=5,The Next Web,"""chip startup"" raises"
2026-09-10,,"South Korea's AI Chip Startup HyperExcel Raises ₩200 Billion (approximately $148.2 Million) in Series B, Led by Krafton's ₩50 Billion Investment; Valuation Reaches ₩800 Billion",https://news.google.com/rss/articles/CBMidkFVX3lxTE1nbEY3TWdtTTVPcks2VUhBckllNDlrV0VCNm1rakdJQzZTVGxBQi1WZ0xLTTF1UjZ2R2stV040ZXJja2U2R1E0STdZTkFybHNncHNZVmQxYnNBcmIydkNFcXNZRXRtN21UQjI2UUtLdFBVdWwwR1E?oc=5,finance.biggo.com,"""chip startup"" raises"
2026-09-09,AI chip startup Celero,AI chip startup Celero raises $280M at over $3B valuation,https://news.google.com/rss/articles/CBMikwFBVV95cUxNaU5RY2pMODlfVzFabm9SaGVuNkp2UGFGRE9SYThOMUxaX19YWlQ4YVJnMzhXZFpYOGRvMGRuZEhYZERtZ1hJVU5oSVVHMmxGUWFlX2hWQjBKNXlpck44RTM5dERGeTNhUm04OFRBdXBmbUcya2pQaXl6dGxPRFdJQjV0RW1Jc3JVQ0dBWm55LThleXc?oc=5,Dealroom,"""chip startup"" raises"
2026-09-09,,Time to plug chip design gap as Semicon 2.0 seeks to boost startups,https://news.google.com/rss/articles/CBMi0AFBVV95cUxOdmtWRDFFV2VKVkhucFdJZlNZR0hCaHdkUmZvQUd1YVh4NkUwQk4zbjhGcmYxbkRjVG5MQmtieS1NUEtlUG5xWlZRWjAtQktfYm9tbXA1TE0yZk9aQXd0Z2hGbXhzMHBrSUZBWGtwNno1SGxoeWJ4bldma3R4V3lySFdkNEZMeUNGQnlkWTk2dmRfRzl6RmNTaTZLSTBZVUw4NnFINGotNWVvSjJ0TlJYNEoyRUFnRkRRSFc4aUhoZ2Q0cWhjdm9TZHppaUVRRUZP0gHWAUFVX3lxTE1JbHF4T0xBdWtuaUJNUmU0U09MVHZiQ1ZfMFhlTGFfdnRWYlh5NHNyc0c5aVlkS2ZaOXRYS0ZkTWN2MlZOTHhqMmZ4UXBmbW5fMERmZ01XSFNBdlhXMUJTTlU1cEVENEVWVjNtRzh0UmNYVU9ldHZ6VjczTEhmU0FIVlZsUTRpcFRiY0kwOXNVdTN6SHhLSHRsZzByN3pHaGVHWl9lbWhITTZVZnhaemhGVU9CeVBUc1hONzVTRGR0Mmw5ZGdZSExWanR2QldYOTBrMXlSYWc?oc=5,Business Standard,"""chip design"" startup ""Series A"""
2026-09-07,Fusion heating startup Megawave,Fusion heating startup Megawave raises $45M Series A,https://news.google.com/rss/articles/CBMijgFBVV95cUxNcnE0TnhiVkNTb3FIcWMxYW93WlJlcDNFU0tZQjJoYTZYNGc2UURyZ3pMNEk5QzA2RnMwaFNzLUdjWWRxN3EwenA4OWZCZExnR0pRTTFIdkIybDc1TFBGblFVdW0xRDRhODd4Qmg1SG9nM2l0bHpiLXJaWmRqeWMzeXF4SDdhRi10U29yQ0hR?oc=5,Dealroom,"""RF"" startup raises ""Series A"""
2026-09-03,Semiconductor startup Makr Microsystems,Semiconductor startup Makr Microsystems raises Rs 10.2 crore for chip inspection technology,https://news.google.com/rss/articles/CBMi0wFBVV95cUxPS2ZGSWM2LUJNbEZuWnRwSEJVcGZUWU1xOWdwTU5FN1o2YzBtaEQ4UUJYRlNuXzQ0TDFqNkVJX3UyWERfUlh6eHpVTzJHdUNNdVhtcDlEQU5DMDdtQWJ2ZUFWekxXQkU2SlBBRW5PRlpwc2JRS21NUU83a01qM2EyZ2hEbS1tRnZGTmxoYnVZZXZaclFJYVhRaUMxLWhMeGJiNi1SLXdocy0wMEk2M1ROMU5ZelRORzVGTHhuMHM5ajREazJCNUVjTThLdjJNcVpWRUxn0gHTAUFVX3lxTE9LZkZJYzYtQk1sRm5adHBIQlVwZlRZTXE5Z3BNTkU3WjZjMG1oRDhRQlhGU25fNDRMMWo2RUlfdTJYRF9SWHp4elVPMkd1Q011WG1wOURBTkMwN21BYnZlQVZ6TFdCRTZKUEFFbk9GWnBzYlFLbU1RTzdrTWozYTJnaERtLW1GdkZObGhidVlldlpyUUlhWFFpQzEtaEx4YmI2LVItd2hzLTAwSTYzVE4xTll6VE5HNUZMeG4wczlqNERrMkI1RWNNOEt2Mk1xWlZFTGc?oc=5,Indian Startup News,"""chiplet"" startup raises"
2026-09-03,,Bengaluru-Based Semiconductor Metrology Startup Makr Microsystems Raises Rs 10.2 Crore in Seed Round,https://news.google.com/rss/articles/CBMi4AFBVV95cUxPdXFrTkoyTFFXcU1KT2NUQzNrdGotVDV3NkNheVEzTWdjaDJBUFBNUnh3TG5lQ1RCbDR4RmZvOFpJa01JbmZmR3VJME9IT0NhczhwTDJBMXhCX3lVSUQwWU5sR0lzNEJMWHdYLWx6R3pEanBxNkJ2dm9Femx2ZU0tUlhkN1VYU1lMR0xmbkZFdTdCYlpJZzVWcFZCb3hHMVMxX1FzaENxVWFfeURWaU9sRWpvM2I5N05BYm1BbzVxVnJqNnNGbzVqenZSLUIzcHFJNF9ENFRUczVxclZUUkxvUQ?oc=5,Indian Startup Times,"""chiplet"" startup raises"
2026-09-02,,Next-gen AI networks may hinge on the telephone switchboard's return,https://news.google.com/rss/articles/CBMi2AFBVV95cUxOWDhRTlhOTzVLeHM0dmlCT29pVDMyUldYd2VtS011Sl9SbnZMUG5CMFJoSDdqN0tvdHRVQmk1WlVqbUtEVE5jWkRCenE1TzMyRlA2VUUxM1doSVNNUmJHa20wT24wZk1lLXB4dkRwRkJNSmY3V0lPMk92bGVEcFd4T2VTNS1NZlhZMFN1Mnc5aTZZTnpqRm4yb3JuMXpTcHFicGdBMDVhRVdMMlhYczdKVmpWdU5neWVtNVJiWUFWZWNPZTZ1dDltZUVMN3l4Sm1YTjlua1ZVSWQ?oc=5,The Register,"""silicon photonics"" startup funding"
2026-09-02,Malaysian Startup,Malaysian Startup Raises US$2 Million To Tackle AI Chip Heat Bottleneck,https://news.google.com/rss/articles/CBMitgFBVV95cUxQb1J4UEFBTTkyU05xSnRWM045U0ZPWWtaclVpNWEzUkpDVlZoYXlieEM2eEJDMjlSRUtYck5pTnRhWF9LaFIycDB3WUhnTHViOTY5OFNZaHlYMVhoVlN3QlFkUHo2WWNKOE0wNksyRTNXb3lReFc2aVJ3ZW1UUlRRUHF0UmFCTEdDd0hwTV9MMHNBY1d6S2lwZ28taVMyNG9HZko1d05LV2FuN1ZtRVZwZWkyLUc1Zw?oc=5,BusinessToday Malaysia,"""AI chip"" startup ""Series A"" OR ""seed"""
2026-09-01,,Advanced Nanocomposite Materials Startup ‘Kimtechnics’ Secures Funding from CNTTech,https://news.google.com/rss/articles/CBMiU0FVX3lxTE9VQnVTRVM0dGJwRGtFSEg1VjFJbnFENzRTTzBQQXNuYlJ4QlNvODZBVHpJdzRQRHZwcUJuOEJtMUx1TXFRR0ZNeE5wSGlObU82R0lR?oc=5,en.wowtale.net,"""power semiconductor"" startup raises"
2026-08-31,,Heaviside Wins $99M US Army IDIQ for Body-Worn Drone Detector,https://news.google.com/rss/articles/CBMimAFBVV95cUxPWi1lQUoyOEJCOTZxaHpMYWdCRjZtN0xqUU5jSkFkWXZFNlhTcmpVdzBKdlVBWlZ4eFcxcnRHNW1HTjduMWJzMm12blJ6d1VPU2JfcmxNRk5jR1FoR3g2VjlaMEptX1VPb2ZsWHFISGVENHRfYmlicXVkMElwenpFTkpqWmRwcmxOTUIwVW1iZ2ZmaXo1Rkw0UA?oc=5,Tectonic Defense,"""RF"" startup raises ""Series A"""
2026-08-29,Robot-brain chip startup Weifan,Robot-brain chip startup Weifan raises 100M CNY seed+ round,https://news.google.com/rss/articles/CBMilwFBVV95cUxNeTEtYk56YWpCTEhaLTF2V185anQ1YXdReUY2WUtkeThWalJPR3F4QXdWbEtQNGJOMV9xNElfT1EyYjdGU0hoQTdjSGcyT2RQbWR1b0xpci1NLWt6X0UydEdWb0ktR1NReFc0OU1Gb0RNQUZhSVM3WGlIUDlVdHVNeXctcDBPOElGUFJtb3JEVFlHWHZGRm9N?oc=5,Dealroom,"""chip startup"" raises"
